interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,annotation,interaction_name_2,evidence,is_neurotransmitter,ligand.symbol,ligand.family,ligand.location,ligand.keyword,ligand.secreted_type,ligand.transmembrane,receptor.symbol,receptor.family,receptor.location,receptor.keyword,receptor.surfaceome_main,receptor.surfaceome_sub,receptor.adhesome,receptor.secreted_type,receptor.transmembrane,version
CD274_PDCD1,PD-L1,CD274,PDCD1,,,,,Cell-Cell Contact,CD274 - PDCD1,PMID: 23954143,False,CD274,"Immunoglobulin superfamily, BTN/MOG","Cell membrane, Early endosome membrane, Recycling endosome membrane","Immunity, Membrane, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Repeat, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, 3D-structure, Endosome, Ubl conjugation",,True,PDCD1,,Cell membrane,"Systemic lupus erythematosus, Immunity, Membrane, Disulfide bond, Transmembrane, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, Apoptosis, Isopeptide bond, 3D-structure, Ubl conjugation",Unclassified,Unclassified,,,True,CellChatDB v1
PDCD1LG2_PDCD1,PDL2,PDCD1LG2,PDCD1,,,,,Cell-Cell Contact,PDCD1LG2 - PDCD1,PMID: 23954143,False,PDCD1LG2,"Immunoglobulin superfamily, BTN/MOG","Cell membrane, Secreted, Endomembrane system","Immunity, Membrane, Disulfide bond, Secreted, Transmembrane, Receptor, Alternative splicing, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Direct protein sequencing, 3D-structure, Repeat",secreted,True,PDCD1,,Cell membrane,"Systemic lupus erythematosus, Immunity, Membrane, Disulfide bond, Transmembrane, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, Apoptosis, Isopeptide bond, 3D-structure, Ubl conjugation",Unclassified,Unclassified,,,True,CellChatDB v1
PECAM1_PECAM1,PECAM1,PECAM1,PECAM1,,,,,Cell-Cell Contact,PECAM1 - PECAM1,KEGG: hsa04514,False,PECAM1,,Cell membrane,"Membrane, Disulfide bond, Transmembrane, Alternative splicing, Phagocytosis, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Lipoprotein, Transmembrane helix, Phosphoprotein, Cell membrane, 3D-structure, Cell junction, Palmitate, Cell adhesion, Repeat",,True,PECAM1,,Cell membrane,"Membrane, Disulfide bond, Transmembrane, Alternative splicing, Phagocytosis, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Lipoprotein, Transmembrane helix, Phosphoprotein, Cell membrane, 3D-structure, Cell junction, Palmitate, Cell adhesion, Repeat",Unclassified,Unclassified,,,True,CellChatDB v1
PVR_TIGIT,PVR,PVR,TIGIT,,,,,Cell-Cell Contact,PVR - TIGIT,KEGG: hsa04514,False,PVR,Nectin,"Cell membrane, Secreted","Membrane, Host-virus interaction, Disulfide bond, Secreted, Transmembrane, Host cell receptor for virus entry, Receptor, Alternative splicing, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, 3D-structure, Cell adhesion, Repeat",secreted,True,TIGIT,,Cell membrane,"Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Alternative splicing, 3D-structure, Glycoprotein",Miscellaneous,IG_Unknown_function;Unknown_function,,,True,CellChatDB v1
SELE_CD44,SELE,SELE,CD44,,,,,Cell-Cell Contact,SELE - CD44,PMC4571854,False,SELE,Selectin/LECAM,Cell membrane,"Membrane, Disulfide bond, Transmembrane, EGF-like domain, Glycoprotein, Lectin, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Calcium, Sushi, 3D-structure, Cell adhesion, Repeat",,True,CD44,,"Cell membrane, Microvillus, Cell projection","Membrane, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Blood group antigen, Glycoprotein, Cell projection, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Direct protein sequencing, 3D-structure, Cell adhesion, Proteoglycan",Unclassified,Unclassified,,,True,CellChatDB v1
SELE_GLG1,SELE,SELE,GLG1,,,,,Cell-Cell Contact,SELE - GLG1,PMID: 11404363,False,SELE,Selectin/LECAM,Cell membrane,"Membrane, Disulfide bond, Transmembrane, EGF-like domain, Glycoprotein, Lectin, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Calcium, Sushi, 3D-structure, Cell adhesion, Repeat",,True,GLG1,,"Cytoplasm, Golgi outpost, Golgi apparatus membrane, Cytoskeleton, Microtubule organizing center","Membrane, Signal, Reference proteome, Transmembrane helix, Phosphoprotein, Transmembrane, Sialic acid, Cytoskeleton, Golgi apparatus, Cytoplasm, Alternative splicing, Repeat, Glycoprotein",,,,,True,CellChatDB v1
SELL_CD34,SELL,SELL,CD34,,,,,Cell-Cell Contact,SELL - CD34,PMID: 7692600; PMID: 8977216,False,SELL,Selectin/LECAM,Cell membrane,"Membrane, Alternative initiation, Disulfide bond, Transmembrane, EGF-like domain, Glycoprotein, Lectin, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Calcium, Sushi, 3D-structure, Cell adhesion, Repeat",,True,CD34,CD34,Membrane,"Membrane, Signal, Reference proteome, Transmembrane helix, Phosphoprotein, Transmembrane, Direct protein sequencing, Alternative splicing, Cell adhesion, Glycoprotein",Unclassified,Unclassified,,,True,CellChatDB v1
SELL_PODXL,SELL,SELL,PODXL,,,,,Cell-Cell Contact,SELL - PODXL,PMID: 22814396,False,SELL,Selectin/LECAM,Cell membrane,"Membrane, Alternative initiation, Disulfide bond, Transmembrane, EGF-like domain, Glycoprotein, Lectin, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Calcium, Sushi, 3D-structure, Cell adhesion, Repeat",,True,PODXL,Podocalyxin,"Apical cell membrane, Ruffle, Microvillus, Cell projection, Membrane, Filopodium, Lamellipodium, Membrane raft","Cell projection, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Transmembrane, Direct protein sequencing, Alternative splicing, Cell adhesion, Glycoprotein",Unclassified,Unclassified,,,True,CellChatDB v1
SELL_MADCAM1,SELL,SELL,MADCAM1,,,,,Cell-Cell Contact,SELL - MADCAM1,KEGG: hsa04514,False,SELL,Selectin/LECAM,Cell membrane,"Membrane, Alternative initiation, Disulfide bond, Transmembrane, EGF-like domain, Glycoprotein, Lectin, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Calcium, Sushi, 3D-structure, Cell adhesion, Repeat",,True,MADCAM1,,Membrane,"Membrane, Signal, Reference proteome, Immunoglobulin domain, Transmembrane helix, Disulfide bond, Transmembrane, Glycoprotein, Alternative splicing, 3D-structure, Cell adhesion, Repeat",,,,,True,CellChatDB v1
SELPLG_SELE,SELPLG,SELPLG,SELE,,,,,Cell-Cell Contact,SELPLG - SELE,PMC4571854,False,SELPLG,,Membrane,"Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Sialic acid, Host cell receptor for virus entry, Receptor, Alternative splicing, Glycoprotein, Signal, Reference proteome, Pyrrolidone carboxylic acid, Transmembrane helix, Phosphoprotein, Sulfation, Direct protein sequencing, Cleavage on pair of basic residues, 3D-structure, Cell adhesion, Repeat",,True,SELE,Selectin/LECAM,Cell membrane,"Membrane, Disulfide bond, Transmembrane, EGF-like domain, Glycoprotein, Lectin, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Calcium, Sushi, 3D-structure, Cell adhesion, Repeat",Receptors,Other_receptors;Selectin,,,True,CellChatDB v1
SELPLG_SELL,SELPLG,SELPLG,SELL,,,,,Cell-Cell Contact,SELPLG - SELL,"PMC2431087; PMID:  8892633,PMID:  8896607",False,SELPLG,,Membrane,"Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Sialic acid, Host cell receptor for virus entry, Receptor, Alternative splicing, Glycoprotein, Signal, Reference proteome, Pyrrolidone carboxylic acid, Transmembrane helix, Phosphoprotein, Sulfation, Direct protein sequencing, Cleavage on pair of basic residues, 3D-structure, Cell adhesion, Repeat",,True,SELL,Selectin/LECAM,Cell membrane,"Membrane, Alternative initiation, Disulfide bond, Transmembrane, EGF-like domain, Glycoprotein, Lectin, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Calcium, Sushi, 3D-structure, Cell adhesion, Repeat",Receptors,Other_receptors;Selectin,,,True,CellChatDB v1
SELPLG_SELP,SELPLG,SELPLG,SELP,,,,,Cell-Cell Contact,SELPLG - SELP,PMID: 19118202; PMID: 9829984,False,SELPLG,,Membrane,"Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Sialic acid, Host cell receptor for virus entry, Receptor, Alternative splicing, Glycoprotein, Signal, Reference proteome, Pyrrolidone carboxylic acid, Transmembrane helix, Phosphoprotein, Sulfation, Direct protein sequencing, Cleavage on pair of basic residues, 3D-structure, Cell adhesion, Repeat",,True,SELP,Selectin/LECAM,Cell membrane,"Membrane, Disulfide bond, Transmembrane, EGF-like domain, Glycoprotein, Lectin, Signal, Reference proteome, Lipoprotein, Metal-binding, Transmembrane helix, Cell membrane, Calcium, Sushi, 3D-structure, Palmitate, Cell adhesion, Repeat",Receptors,Other_receptors;Selectin,,,True,CellChatDB v1
OCLN_OCLN,OCLN,OCLN,OCLN,,,,,Cell-Cell Contact,OCLN - OCLN,KEGG: hsa04514,False,OCLN,ELL/occludin,"Cell junction, Cell membrane, Tight junction","Disease variant, Coiled coil, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Disulfide bond, Transmembrane, Alternative splicing, Tight junction, 3D-structure, Cell junction",,,OCLN,ELL/occludin,"Cell junction, Cell membrane, Tight junction","Disease variant, Coiled coil, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Disulfide bond, Transmembrane, Alternative splicing, Tight junction, 3D-structure, Cell junction",,,,,,CellChatDB v1
NRXN3_NLGN2,NRXN,NRXN3,NLGN2,,,,,Cell-Cell Contact,NRXN3 - NLGN2,KEGG: hsa04514,True,NRXN3,Neurexin,Membrane,"Membrane, Signal, Reference proteome, Metal-binding, Transmembrane helix, Disulfide bond, Transmembrane, Alternative promoter usage, Calcium, Glycoprotein, Alternative splicing, EGF-like domain, Cell adhesion, Repeat, Membrane, Signal, Reference proteome, Transmembrane helix, Transmembrane, Alternative promoter usage, Angiogenesis, Alternative splicing, Cell adhesion, Glycoprotein",,True,NLGN2,Type-B carboxylesterase/lipase,"Cell membrane, Postsynaptic cell membrane, Presynaptic cell membrane","Cell projection, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Disulfide bond, Transmembrane, Postsynaptic cell membrane, Synapse, 3D-structure, Cell adhesion, Glycoprotein",Miscellaneous,Ligand;Neuroligin,,,True,CellChatDB v1
JAG1_NOTCH1,NOTCH,JAG1,NOTCH1,,,,,Cell-Cell Contact,JAG1 - NOTCH1,PMID: 22353464,False,JAG1,,"Cell membrane, Membrane","Membrane, Disulfide bond, Charcot-Marie-Tooth disease, Transmembrane, Neuropathy, Alternative splicing, Notch signaling pathway, Deafness, EGF-like domain, Glycoprotein, Disease variant, Developmental protein, Signal, Reference proteome, Neurodegeneration, Cell membrane, Transmembrane helix, Calcium, 3D-structure, Repeat",,True,NOTCH1,NOTCH,"Cell membrane, Nucleus","Membrane, Activator, Disulfide bond, Differentiation, Transmembrane, Receptor, Notch signaling pathway, Repeat, EGF-like domain, Transcription regulation, Glycoprotein, ANK repeat, Disease variant, Developmental protein, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Nucleus, Phosphoprotein, Direct protein sequencing, Calcium, Angiogenesis, Isopeptide bond, 3D-structure, Hydroxylation, Transcription, Ubl conjugation",Receptors,Notch;Other_receptors,,,True,CellChatDB v1
JAG1_NOTCH2,NOTCH,JAG1,NOTCH2,,,,,Cell-Cell Contact,JAG1 - NOTCH2,PMID: 22353464,False,JAG1,,"Cell membrane, Membrane","Membrane, Disulfide bond, Charcot-Marie-Tooth disease, Transmembrane, Neuropathy, Alternative splicing, Notch signaling pathway, Deafness, EGF-like domain, Glycoprotein, Disease variant, Developmental protein, Signal, Reference proteome, Neurodegeneration, Cell membrane, Transmembrane helix, Calcium, 3D-structure, Repeat",,True,NOTCH2,NOTCH,"Cytoplasm, Cell membrane, Nucleus","Membrane, Activator, Disulfide bond, Differentiation, Transmembrane, Receptor, Cytoplasm, Notch signaling pathway, Repeat, EGF-like domain, Transcription regulation, Glycoprotein, ANK repeat, Disease variant, Developmental protein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Nucleus, Phosphoprotein, 3D-structure, Transcription, Ubl conjugation",Receptors,Notch;Other_receptors,,,True,CellChatDB v1
JAG1_NOTCH3,NOTCH,JAG1,NOTCH3,,,,,Cell-Cell Contact,JAG1 - NOTCH3,PMID: 22353464,False,JAG1,,"Cell membrane, Membrane","Membrane, Disulfide bond, Charcot-Marie-Tooth disease, Transmembrane, Neuropathy, Alternative splicing, Notch signaling pathway, Deafness, EGF-like domain, Glycoprotein, Disease variant, Developmental protein, Signal, Reference proteome, Neurodegeneration, Cell membrane, Transmembrane helix, Calcium, 3D-structure, Repeat",,True,NOTCH3,NOTCH,"Cell membrane, Nucleus","Membrane, Activator, Disulfide bond, Differentiation, Transmembrane, Receptor, Notch signaling pathway, Repeat, EGF-like domain, Methylation, Glycoprotein, ANK repeat, Disease variant, Developmental protein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Nucleus, Phosphoprotein, 3D-structure, Transcription, Transcription regulation",Receptors,Notch;Other_receptors,,,True,CellChatDB v1
JAG1_NOTCH4,NOTCH,JAG1,NOTCH4,,,,,Cell-Cell Contact,JAG1 - NOTCH4,PMID: 22353464,False,JAG1,,"Cell membrane, Membrane","Membrane, Disulfide bond, Charcot-Marie-Tooth disease, Transmembrane, Neuropathy, Alternative splicing, Notch signaling pathway, Deafness, EGF-like domain, Glycoprotein, Disease variant, Developmental protein, Signal, Reference proteome, Neurodegeneration, Cell membrane, Transmembrane helix, Calcium, 3D-structure, Repeat",,True,NOTCH4,NOTCH,"Cell membrane, Nucleus","Membrane, Activator, Disulfide bond, Differentiation, Transmembrane, Receptor, Alternative splicing, Notch signaling pathway, Repeat, EGF-like domain, Triplet repeat expansion, Glycoprotein, ANK repeat, Developmental protein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Nucleus, Phosphoprotein, 3D-structure, Transcription, Transcription regulation",Receptors,Notch;Other_receptors,,,True,CellChatDB v1
JAG2_NOTCH1,NOTCH,JAG2,NOTCH1,,,,,Cell-Cell Contact,JAG2 - NOTCH1,PMID: 22353464,False,JAG2,,Membrane,"Membrane, Disulfide bond, Transmembrane, Alternative splicing, Notch signaling pathway, EGF-like domain, Glycoprotein, Disease variant, Signal, Developmental protein, Reference proteome, Transmembrane helix, Phosphoprotein, Limb-girdle muscular dystrophy, Calcium, 3D-structure, Repeat",,True,NOTCH1,NOTCH,"Cell membrane, Nucleus","Membrane, Activator, Disulfide bond, Differentiation, Transmembrane, Receptor, Notch signaling pathway, Repeat, EGF-like domain, Transcription regulation, Glycoprotein, ANK repeat, Disease variant, Developmental protein, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Nucleus, Phosphoprotein, Direct protein sequencing, Calcium, Angiogenesis, Isopeptide bond, 3D-structure, Hydroxylation, Transcription, Ubl conjugation",Receptors,Notch;Other_receptors,,,True,CellChatDB v1
JAG2_NOTCH2,NOTCH,JAG2,NOTCH2,,,,,Cell-Cell Contact,JAG2 - NOTCH2,PMID: 22353464,False,JAG2,,Membrane,"Membrane, Disulfide bond, Transmembrane, Alternative splicing, Notch signaling pathway, EGF-like domain, Glycoprotein, Disease variant, Signal, Developmental protein, Reference proteome, Transmembrane helix, Phosphoprotein, Limb-girdle muscular dystrophy, Calcium, 3D-structure, Repeat",,True,NOTCH2,NOTCH,"Cytoplasm, Cell membrane, Nucleus","Membrane, Activator, Disulfide bond, Differentiation, Transmembrane, Receptor, Cytoplasm, Notch signaling pathway, Repeat, EGF-like domain, Transcription regulation, Glycoprotein, ANK repeat, Disease variant, Developmental protein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Nucleus, Phosphoprotein, 3D-structure, Transcription, Ubl conjugation",Receptors,Notch;Other_receptors,,,True,CellChatDB v1
SEMA4A_NRP1_PLXNA1,SEMA4,SEMA4A,NRP1_PLXNA1,,,,,Cell-Cell Contact,SEMA4A - (NRP1+PLXNA1),PMID: 27533782,False,SEMA4A,Semaphorin,Cell membrane,"Immunity, Membrane, Disulfide bond, Differentiation, Transmembrane, Neurogenesis, Alternative splicing, Adaptive immunity, Glycoprotein, Disease variant, Developmental protein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Cone-rod dystrophy, Angiogenesis, Retinitis pigmentosa",,True,"NRP1, PLXNA1","Neuropilin, Plexin","Cell membrane, Cytoplasm, Secreted, Mitochondrion membrane","Membrane, Host-virus interaction, Mitochondrion, Secreted, Disulfide bond, Transmembrane, Differentiation, Receptor, Neurogenesis, Cytoplasm, Alternative splicing, Glycoprotein, Developmental protein, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Heparan sulfate, Direct protein sequencing, Calcium, Angiogenesis, 3D-structure, Heparin-binding, Proteoglycan, Repeat, Coiled coil",Receptors,"Neuropilin;Other_receptors, Other_receptors;Plexin",Adhesion receptor,growth factor,True,CellChatDB v1
JAG2_NOTCH3,NOTCH,JAG2,NOTCH3,,,,,Cell-Cell Contact,JAG2 - NOTCH3,PMID: 22353464,False,JAG2,,Membrane,"Membrane, Disulfide bond, Transmembrane, Alternative splicing, Notch signaling pathway, EGF-like domain, Glycoprotein, Disease variant, Signal, Developmental protein, Reference proteome, Transmembrane helix, Phosphoprotein, Limb-girdle muscular dystrophy, Calcium, 3D-structure, Repeat",,True,NOTCH3,NOTCH,"Cell membrane, Nucleus","Membrane, Activator, Disulfide bond, Differentiation, Transmembrane, Receptor, Notch signaling pathway, Repeat, EGF-like domain, Methylation, Glycoprotein, ANK repeat, Disease variant, Developmental protein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Nucleus, Phosphoprotein, 3D-structure, Transcription, Transcription regulation",Receptors,Notch;Other_receptors,,,True,CellChatDB v1
DLL1_NOTCH2,NOTCH,DLL1,NOTCH2,,,,,Cell-Cell Contact,DLL1 - NOTCH2,PMID: 22353464,False,DLL1,,"Adherens junction, Apical cell membrane, Membrane raft, Cell junction","Membrane, Intellectual disability, Disulfide bond, Differentiation, Transmembrane, Alternative splicing, Notch signaling pathway, Repeat, EGF-like domain, Glycoprotein, Developmental protein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Epilepsy, Phosphoprotein, Autism spectrum disorder, Isopeptide bond, 3D-structure, Cell junction, Ubl conjugation",,True,NOTCH2,NOTCH,"Cytoplasm, Cell membrane, Nucleus","Membrane, Activator, Disulfide bond, Differentiation, Transmembrane, Receptor, Cytoplasm, Notch signaling pathway, Repeat, EGF-like domain, Transcription regulation, Glycoprotein, ANK repeat, Disease variant, Developmental protein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Nucleus, Phosphoprotein, 3D-structure, Transcription, Ubl conjugation",Receptors,Notch;Other_receptors,,,True,CellChatDB v1
NRXN1_NLGN1,NRXN,NRXN1,NLGN1,,,,,Cell-Cell Contact,NRXN1 - NLGN1,KEGG: hsa04514,True,NRXN1,Neurexin,Presynaptic cell membrane,"Membrane, Intellectual disability, Disulfide bond, Transmembrane, Alternative promoter usage, Alternative splicing, EGF-like domain, Glycoprotein, Cell projection, Signal, Reference proteome, Schizophrenia, Metal-binding, Transmembrane helix, Cell membrane, Calcium, Synapse, 3D-structure, Cell adhesion, Repeat, Membrane, Transmembrane, Alternative promoter usage, Alternative splicing, Glycoprotein, Cell projection, Signal, Reference proteome, Metal-binding, Transmembrane helix, Phosphoprotein, Cell membrane, Calcium, Angiogenesis, Synapse, 3D-structure, Cell adhesion",,True,NLGN1,Type-B carboxylesterase/lipase,"Synaptic cell membrane, Cell membrane, Synaptic cleft, Postsynaptic density","Membrane, Disulfide bond, Secreted, Transmembrane, Alternative splicing, Glycoprotein, Disease variant, Signal, Reference proteome, Biological rhythms, Cell membrane, Transmembrane helix, Autism, Autism spectrum disorder, Synapse, 3D-structure, Cell adhesion",Miscellaneous,Ligand;Neuroligin,,,True,CellChatDB v1
NRXN1_NLGN2,NRXN,NRXN1,NLGN2,,,,,Cell-Cell Contact,NRXN1 - NLGN2,KEGG: hsa04514,True,NRXN1,Neurexin,Presynaptic cell membrane,"Membrane, Intellectual disability, Disulfide bond, Transmembrane, Alternative promoter usage, Alternative splicing, EGF-like domain, Glycoprotein, Cell projection, Signal, Reference proteome, Schizophrenia, Metal-binding, Transmembrane helix, Cell membrane, Calcium, Synapse, 3D-structure, Cell adhesion, Repeat, Membrane, Transmembrane, Alternative promoter usage, Alternative splicing, Glycoprotein, Cell projection, Signal, Reference proteome, Metal-binding, Transmembrane helix, Phosphoprotein, Cell membrane, Calcium, Angiogenesis, Synapse, 3D-structure, Cell adhesion",,True,NLGN2,Type-B carboxylesterase/lipase,"Cell membrane, Postsynaptic cell membrane, Presynaptic cell membrane","Cell projection, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Disulfide bond, Transmembrane, Postsynaptic cell membrane, Synapse, 3D-structure, Cell adhesion, Glycoprotein",Miscellaneous,Ligand;Neuroligin,,,True,CellChatDB v1
NRXN1_NLGN3,NRXN,NRXN1,NLGN3,,,,,Cell-Cell Contact,NRXN1 - NLGN3,KEGG: hsa04514,True,NRXN1,Neurexin,Presynaptic cell membrane,"Membrane, Intellectual disability, Disulfide bond, Transmembrane, Alternative promoter usage, Alternative splicing, EGF-like domain, Glycoprotein, Cell projection, Signal, Reference proteome, Schizophrenia, Metal-binding, Transmembrane helix, Cell membrane, Calcium, Synapse, 3D-structure, Cell adhesion, Repeat, Membrane, Transmembrane, Alternative promoter usage, Alternative splicing, Glycoprotein, Cell projection, Signal, Reference proteome, Metal-binding, Transmembrane helix, Phosphoprotein, Cell membrane, Calcium, Angiogenesis, Synapse, 3D-structure, Cell adhesion",,True,NLGN3,Type-B carboxylesterase/lipase,"Synapse, Cell membrane","Membrane, Asperger syndrome, Disulfide bond, Transmembrane, Alternative splicing, Glycoprotein, Disease variant, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Autism, Autism spectrum disorder, Synapse, Cell adhesion",Miscellaneous,Ligand;Neuroligin,,,True,CellChatDB v1
NRXN2_NLGN2,NRXN,NRXN2,NLGN2,,,,,Cell-Cell Contact,NRXN2 - NLGN2,KEGG: hsa04514,True,NRXN2,Neurexin,Membrane,"Membrane, Signal, Reference proteome, Metal-binding, Transmembrane helix, Disulfide bond, Transmembrane, Alternative promoter usage, Calcium, Glycoprotein, Alternative splicing, EGF-like domain, Cell adhesion, Repeat, Membrane, Signal, Reference proteome, Transmembrane helix, Transmembrane, Alternative promoter usage, Alternative splicing, 3D-structure, Cell adhesion, Glycoprotein",,True,NLGN2,Type-B carboxylesterase/lipase,"Cell membrane, Postsynaptic cell membrane, Presynaptic cell membrane","Cell projection, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Disulfide bond, Transmembrane, Postsynaptic cell membrane, Synapse, 3D-structure, Cell adhesion, Glycoprotein",Miscellaneous,Ligand;Neuroligin,,,True,CellChatDB v1
JAG2_NOTCH4,NOTCH,JAG2,NOTCH4,,,,,Cell-Cell Contact,JAG2 - NOTCH4,PMID: 22353464,False,JAG2,,Membrane,"Membrane, Disulfide bond, Transmembrane, Alternative splicing, Notch signaling pathway, EGF-like domain, Glycoprotein, Disease variant, Signal, Developmental protein, Reference proteome, Transmembrane helix, Phosphoprotein, Limb-girdle muscular dystrophy, Calcium, 3D-structure, Repeat",,True,NOTCH4,NOTCH,"Cell membrane, Nucleus","Membrane, Activator, Disulfide bond, Differentiation, Transmembrane, Receptor, Alternative splicing, Notch signaling pathway, Repeat, EGF-like domain, Triplet repeat expansion, Glycoprotein, ANK repeat, Developmental protein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Nucleus, Phosphoprotein, 3D-structure, Transcription, Transcription regulation",Receptors,Notch;Other_receptors,,,True,CellChatDB v1
DLL4_NOTCH3,NOTCH,DLL4,NOTCH3,,,,,Cell-Cell Contact,DLL4 - NOTCH3,PMID: 22353464,False,DLL4,,Cell membrane,"Membrane, Disulfide bond, Differentiation, Transmembrane, Neurogenesis, Sensory transduction, Notch signaling pathway, EGF-like domain, Glycoprotein, Disease variant, Vision, Developmental protein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Direct protein sequencing, Angiogenesis, 3D-structure, Repeat",,True,NOTCH3,NOTCH,"Cell membrane, Nucleus","Membrane, Activator, Disulfide bond, Differentiation, Transmembrane, Receptor, Notch signaling pathway, Repeat, EGF-like domain, Methylation, Glycoprotein, ANK repeat, Disease variant, Developmental protein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Nucleus, Phosphoprotein, 3D-structure, Transcription, Transcription regulation",Receptors,Notch;Other_receptors,,,True,CellChatDB v1
SEMA4A_NRP1_PLXNA2,SEMA4,SEMA4A,NRP1_PLXNA2,,,,,Cell-Cell Contact,SEMA4A - (NRP1+PLXNA2),PMID: 27533782,False,SEMA4A,Semaphorin,Cell membrane,"Immunity, Membrane, Disulfide bond, Differentiation, Transmembrane, Neurogenesis, Alternative splicing, Adaptive immunity, Glycoprotein, Disease variant, Developmental protein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Cone-rod dystrophy, Angiogenesis, Retinitis pigmentosa",,True,"NRP1, PLXNA2","Neuropilin, Plexin","Cell membrane, Cytoplasm, Secreted, Mitochondrion membrane","Membrane, Host-virus interaction, Mitochondrion, Secreted, Disulfide bond, Transmembrane, Differentiation, Receptor, Neurogenesis, Cytoplasm, Alternative splicing, Glycoprotein, Developmental protein, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Heparan sulfate, Direct protein sequencing, Calcium, Angiogenesis, 3D-structure, Heparin-binding, Proteoglycan, Repeat, Coiled coil",Receptors,"Neuropilin;Other_receptors, Other_receptors;Plexin",Adhesion receptor,growth factor,True,CellChatDB v1
SEMA4A_NRP1_PLXNA4,SEMA4,SEMA4A,NRP1_PLXNA4,,,,,Cell-Cell Contact,SEMA4A - (NRP1+PLXNA4),PMID: 27533782,False,SEMA4A,Semaphorin,Cell membrane,"Immunity, Membrane, Disulfide bond, Differentiation, Transmembrane, Neurogenesis, Alternative splicing, Adaptive immunity, Glycoprotein, Disease variant, Developmental protein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Cone-rod dystrophy, Angiogenesis, Retinitis pigmentosa",,True,"PLXNA4, NRP1","Plexin, Neuropilin","Cell membrane, Cytoplasm, Secreted, Mitochondrion membrane","Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Repeat, 3D-structure, Acetylation, Glycoprotein, Host-virus interaction, Mitochondrion, Secreted, Differentiation, Neurogenesis, Cytoplasm, Developmental protein, Metal-binding, Phosphoprotein, Heparan sulfate, Direct protein sequencing, Calcium, Angiogenesis, Heparin-binding, Proteoglycan",Receptors,"Neuropilin;Other_receptors, Other_receptors;Plexin",Adhesion receptor,growth factor,True,CellChatDB v1
